geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1373461.52496356, Y: 5690439.08126721, Z: NaN",RESIDENZA BARATERI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,572",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373461.52496356, Y: 5690439.08126721, Z: NaN",CA' EMMA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,572",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1372677.48431675, Y: 5690193.31893981, Z: NaN",LE PIZZOCCHERE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3518",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372783.1112123, Y: 5689968.59736524, Z: NaN",CA' LAVEZZERA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2602",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,5,10
"X: 1373392.90325834, Y: 5690183.33966297, Z: NaN",CASA CORTE DELLE ANCORE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,895",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372687.43837231, Y: 5690198.37824349, Z: NaN",DREAM'S DOOR,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3516",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1373225.77943651, Y: 5690419.82943211, Z: NaN",CALLE DEI FABBRI 4670,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4670",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1373225.77943651, Y: 5690419.82943211, Z: NaN",RESIDENZA SAN MARCO,VENEZIANAMENTE SRL,"SAN MARCO,4670",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3332545068     ,guillaumecros@yahoo.fr,CENTRO STORICO,0,3,4
"X: 1372848.5893521, Y: 5690343.08930587, Z: NaN",PALAZZO SAN BENETO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3967",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,8
"X: 1373465.8471175, Y: 5690325.63810321, Z: NaN",CASA DI CALLE FIUBERA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,954",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373523.23546169, Y: 5690343.78187653, Z: NaN",CORTE ZOIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,253",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,6
"X: 1373523.23546169, Y: 5690343.78187653, Z: NaN",SAN MARCO BOUTIQUE APARTMENT,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,253",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372837.14412714, Y: 5690339.59401662, Z: NaN",AIRBNB,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3960",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373283.14956957, Y: 5690015.66109691, Z: NaN",CA' FREZZERIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1487",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,3
"X: 1373269.43961919, Y: 5690306.46662027, Z: NaN",SM1029,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1029",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372581.08832446, Y: 5689863.66442798, Z: NaN",CASA SANTO STEFANO,GIGANTE RICCARDO,"SAN MARCO,2828/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373411.40122607, Y: 5690757.30345247, Z: NaN",FAVERO RENZO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,5499",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1373411.40122607, Y: 5690757.30345247, Z: NaN",CA' BELLAVISTA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,5499",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373034.18199611, Y: 5690186.13721467, Z: NaN",MINELLI 2,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1878/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3311644379     ,infopalazzominelli@gmail.com,CENTRO STORICO,0,3,4
"X: 1373034.18199611, Y: 5690186.13721467, Z: NaN",MINELLI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1878/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3311644379     ,infopalazzominelli@gmail.com,CENTRO STORICO,0,4,6
"X: 1373504.86505111, Y: 5690390.7099837, Z: NaN",SAN MARCO VIEW TERRACE APARTMENT R&R,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,605",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373317.88466533, Y: 5690429.93727214, Z: NaN",PAGNIN,PAGNIN ROBERTA,"SAN MARCO,4870",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3283294960     ,robertamarcon@live.it,CENTRO STORICO,0,1,3
"X: 1372865.1374427, Y: 5689998.13896333, Z: NaN",APPARTAMENTO CALLEGHERI,PRINCI S.R.L.,"SAN MARCO,2562",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3484762203     ,princisrlve@gmail.com,CENTRO STORICO,0,2,5
"X: 1372979.0363052, Y: 5690135.18997042, Z: NaN",MARY SUITE LA FENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1901",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,6
"X: 1372727.17059159, Y: 5690304.40722009, Z: NaN",THE VENETIAN PENTHOUSE,THE RED HOUSE COMPANY S.R.L.,"SAN MARCO,3898",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3339671142     ,caroline@veniceredhouse.com,CENTRO STORICO,0,2,4
"X: 1372727.17059159, Y: 5690304.40722009, Z: NaN",ANGEL TERRACE,TURIO BOHM FRANCESCO,"SAN MARCO,3898",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3408467933     ,veronica@hhvenice.com,CENTRO STORICO,0,2,4
"X: 1372898.00273718, Y: 5690277.52687021, Z: NaN",ROOFTOP 3999,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3999/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372898.00273718, Y: 5690277.52687021, Z: NaN",C FORTUNY,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3999/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372474.65542209, Y: 5689992.72403532, Z: NaN",SAN MARCO 3017,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3017",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,5
"X: 1373269.12308663, Y: 5690054.60412487, Z: NaN",VENICEVIBES SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1579",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1373269.12308663, Y: 5690054.60412487, Z: NaN",SANMARCODREAM,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1579",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1373077.03892048, Y: 5690131.85355878, Z: NaN",BORELLA SAN MARCO 1858,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1858",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1373077.03892048, Y: 5690131.85355878, Z: NaN",BORELLA SAN MARCO 1858 STUDIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1858",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",BALZARINI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",SAN GIORGIO E IL DRAGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",YYYYY,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",BONOMETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",SAN MARCO 1081,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373258.89729198, Y: 5690259.10958735, Z: NaN",SUITE SERENISSIMA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1081",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,4
"X: 1373346.0395543, Y: 5690334.5548205, Z: NaN",APPARTAMENTO UMA BIG,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1009",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,8
"X: 1373346.0395543, Y: 5690334.5548205, Z: NaN",APPARTAMENTO UMA SMALL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1009",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1372821.94516165, Y: 5689788.517706, Z: NaN",BARBARIGO - MINOTTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2505",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372466.16272543, Y: 5690006.6359641, Z: NaN",ELENA TONINI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3013",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372794.58441036, Y: 5690076.29324673, Z: NaN",CORDIOLI SAN MARCO 3555 1 P,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3555",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1373477.87854734, Y: 5690374.3763004, Z: NaN",1ST GROUND,TOFFANO FEDERICO,"SAN MARCO,746/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3497978782     ,fede.toffano@gmail.com,CENTRO STORICO,0,1,1
"X: 1373477.87854734, Y: 5690374.3763004, Z: NaN",ROMANTICSUITESANMARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,746/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373351.59961702, Y: 5690421.12804478, Z: NaN",KARIN HOUSE (SAN MARCO),PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4904/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373351.59961702, Y: 5690421.12804478, Z: NaN",APPARTAMENTI KARIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4904/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372531.69651988, Y: 5690065.09368913, Z: NaN",GRANDE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2986",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373173.43509852, Y: 5690192.67912106, Z: NaN",PALAZZO REGINA VITTORIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1812",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373057.59191742, Y: 5690056.3459406, Z: NaN",FENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2000",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373057.59191742, Y: 5690056.3459406, Z: NaN",FENICE CHARME,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2000",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372444.02886142, Y: 5690068.24158297, Z: NaN",SAN SAMUELE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3188",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372969.24147904, Y: 5690310.82418179, Z: NaN",LOC.SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4013",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372969.24147904, Y: 5690310.82418179, Z: NaN",LOC TUR SAN MARCO INT. 7,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4013",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372969.24147904, Y: 5690310.82418179, Z: NaN",PALAZZO CRISTO XI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4013",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372969.24147904, Y: 5690310.82418179, Z: NaN",LOC. SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4013",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1372865.1374427, Y: 5689998.13896333, Z: NaN",GIÒ & GIÒ APARTMENT 1,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2562",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1372835.6261556, Y: 5689751.70552275, Z: NaN",POLI GRAPPA SUITE,POLI JACOPO TONINO,"SAN MARCO,2499",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
